station_id,station_name,stn_lat,stn_lon,stnz
USW00023254,CONCORD BUCHANAN FLD,37.9917,-122.053,7.0
USW00023272,SAN FRANCISCO DWTN,37.7706,-122.427,45.7
USW00093228,HAYWARD AIR TERMINAL,37.6589,-122.121,9.4
USC00040790,BIG SUR STN,36.2472,-121.78,61.0
USC00042920,EXCHEQUER DAM,37.585,-120.267,134.7
USC00043669,GROVELAND 2,37.8444,-120.226,853.4
USC00044025,HOLLISTER 2,36.8483,-121.421,83.8
USC00044555,KING CITY,36.2069,-121.138,97.5
USC00044997,LIVERMORE,37.6819,-121.751,161.2
USC00045118,LOS BANOS,37.0564,-120.867,36.6
USC00045532,MERCED,37.2889,-120.516,46.9
USC00045739,MODESTO IRRIG DIST,37.6436,-120.002,26.8
USC00045795,MONTEREY,36.5928,-121.856,37.2
USC00045915,MT DIABLO JUNCTION,37.8792,-121.93,661.4
USC00045933,MT HAMILTON,37.3433,-121.635,1286.3
USC00046168,NEWMAN,37.2811,-121.018,27.4
USC00046926,PINNACLES NP,36.4819,-121.182,398.4
USC00047821,SAN JOSE,37.3594,-121.924,14.9
USC00048353,SONORA,37.9672,-120.387,510.5
USC00048999,TRACY CARBONA,37.6819,-121.347,41.1
USC00049001,TRACY PUMPING PLT,37.7958,-121.583,18.6
USC00049073,TURLOCK #2,37.5019,-120.846,31.4
USC00049473,WATSONVILLE WTR WKS,36.9308,-121.769,29.0
USR0000CARR,ARROYO SECO (MT. DIABLO) CALIF,36.23,-121.492,298.7
USR0000CBKD,BLACK DIAMOND CALIFORNIA,37.95,-121.884,487.7
USR0000CBSR,BIG SUR CALIFORNIA,36.2356,-121.785,137.2
USR0000CCAT,CATHEYS VALLEY CALIFORNIA,37.4681,-120.111,365.8
USR0000CCLV,CALAVERAS ROAD CALIFORNIA,37.5531,-121.844,374.9
USR0000CCOR,CORRALITOS CALIFORNIA,36.9911,-121.798,137.2
USR0000CDIA,DIABLO GRANDE CALIFORNIA,37.3292,-121.294,563.9
USR0000CFHL,FORT HUNTER LIGGET CALIFORNIA,36.0117,-121.242,335.3
USR0000CGSP,GREEN SPRING CALIFORNIA,37.8331,-120.5,310.9
USR0000CHAS,HASTINGS CALIFORNIA,36.3886,-121.552,574.5
USR0000CHER,HERNANDEZ CALIFORNIA,36.3825,-120.856,1137.8
USR0000CHLR,HOLLISTER CALIFORNIA,36.8422,-121.362,123.1
USR0000CKET,KETTLEMAN HILLS CALIFORNIA,36.0333,-120.057,246.9
USR0000CLAB,LOS BANOS CALIFORNIA,37.0547,-121.053,106.7
USR0000CLGA,LOS GATOS CALIFORNIA,37.2028,-121.943,609.6
USR0000CMLR,MALLORY RIDGE CALIFORNIA,37.8172,-121.779,621.8
USR0000CPNN,PINNACLES CALIFORNIA,36.4708,-121.147,402.9
USR0000CPOV,POVERTY CALIFORNIA,37.4431,-121.771,629.7
USR0000CPRD,PANOCHE ROAD CALIFORNIA,36.7269,-120.766,619.4
USR0000CRSP,ROSE PEAK CALIFORNIA,37.5019,-121.736,932.7
USR0000CSNL,SAN LUIS NWR CALIFORNIA,37.1822,-120.794,19.8
USR0000CSNR,SANTA RITA CALIFORNIA,36.3478,-120.598,1524.0
USW00023233,SALINAS AP,36.6636,-121.609,22.3
USW00023237,STOCKTON AP,37.89,-121.226,8.2
USW00023257,MERCED MUNI AP,37.2858,-120.518,46.3
USW00023258,MODESTO AP,37.6256,-120.955,26.5
USW00023259,MONTEREY PENINSUL AP,36.5903,-121.849,48.8
USW00023277,WATSONVILLE MUNI AP,36.9394,-121.79,49.4
USW00023285,LIVERMORE MUNI AP,37.6931,-121.815,119.8
USW00023293,SAN JOSE,37.3594,-121.924,14.9
USW00093242,MADERA MUNI AP,36.985,-120.111,76.5
USW00093243,MERCED 23 WSW,37.2381,-120.882,23.8
USC00040820,ASPENDELL,37.2322,-118.599,2581.7
USC00041697,CHERRY VALLEY DAM,37.9747,-119.916,1452.4
USC00042012,CORCORAN IRRIG DIST,36.0975,-119.582,61.0
USC00043256,FRESNO 5 NE,36.7672,-119.709,103.0
USC00043261,FRIANT GOVERNMENT CAMP,36.9969,-119.707,125.0
USC00043551,GRANT GROVE,36.7375,-118.962,2005.6
USC00043747,HANFORD 1 S,36.3158,-119.637,72.2
USC00043939,HETCH HETCHY,37.9614,-119.783,1179.6
USC00044534,KETTLEMAN CITY,36.0067,-119.96,73.2
USC00044881,LEE VINING,37.9567,-119.119,2071.7
USC00044890,LEMON COVE,36.3817,-119.026,156.4
USC00044957,LINDSAY,36.2033,-119.055,132.6
USC00046252,N FK RS,37.2328,-119.51,806.2
USC00048380,SO ENTRANCE YOSEMITE NP,37.5122,-119.633,1538.3
USC00049367,VISALIA,36.3283,-119.3,92.4
USR0000CBAT,BATTERSON CALIFORNIA,37.2319,-119.508,963.2
USR0000CBEN,BENTON CALIFORNIA,37.8431,-118.478,1661.2
USR0000CBRK,BLACKROCK CALIFORNIA,36.0931,-118.26,2499.4
USR0000CCDG,CEDAR GROVE CALIFORNIA,36.7878,-118.656,1438.7
USR0000CCMO,CASE MOUNTAIN CALIFORNIA,36.4108,-118.809,1966.0
USR0000CCRA,CRANE FLAT LOOKOUT CALIFORNIA,37.7617,-119.825,2025.1
USR0000CCRE,CRESTVIEW CALIFORNIA,37.745,-118.983,2316.5
USR0000CDNK,DINKEY CALIFORNIA,37.0664,-119.039,1727.6
USR0000CFAN,FANCHER CREEK CALIFORNIA,36.8839,-119.466,280.4
USR0000CFEN,FENCE MEADOW CALIFORNIA,36.9614,-119.175,1538.6
USR0000CHIG,HIGH SIERRA CALIFORNIA,37.3147,-119.038,2256.4
USR0000CHUR,HURLEY CALIFORNIA,37.0153,-119.568,366.1
USR0000CJER,JERSEYDALE CALIFORNIA,37.5436,-119.839,1188.7
USR0000CMET,METCALF GAP CALIFORNIA,37.4094,-119.768,937.9
USR0000CMIO,MILO CALIFORNIA,36.2314,-118.869,586.1
USR0000CMOU,MOUNTAIN REST CALIFORNIA,37.0544,-119.371,1249.7
USR0000CMSA,MARIPOSA CALIFORNIA,37.5042,-119.987,680.0
USR0000CNFO,NORTH FORK CALIFORNIA,37.2331,-119.505,829.1
USR0000COCR,OAK CREEK CALIFORNIA,36.8425,-118.259,1479.8
USR0000COKO,OAK OPENING CALIFORNIA,36.1753,-118.702,987.6
USR0000COWV,OWENS VALLEY CALIFORNIA,37.39,-118.551,1414.3
USR0000CPIH,PINEHURST CALIFORNIA,36.6853,-119.0,1237.5
USR0000CPKR,PARK RIDGE CALIFORNIA,36.7242,-118.942,2298.2
USR0000CROC,ROCK CREEK,37.5514,-118.667,2145.8
USR0000CSHA,SHAVER CALIFORNIA,37.135,-119.256,1751.4
USR0000CSHQ,SHADEQUARTER CALIFORNIA,36.5672,-118.956,1240.2
USR0000CTRM,TRIMMER CALIFORNIA,36.9111,-119.305,469.4
USR0000CWOL,WOLVERTON CALIFORNIA,36.445,-118.703,1597.2
USR0000CWWO,WHITE WOLF CALIFORNIA,37.8511,-119.65,2446.0
USW00023157,BISHOP AP,37.3711,-118.359,1252.7
USW00053119,HANFORD MUNI AP,36.3114,-119.623,75.9
USW00053150,YOSEMITE VILLAGE 12 W,37.7592,-119.821,2017.8
USW00093193,FRESNO YOSEMITE INTL,36.78,-119.72,101.8
USC00042319,DEATH VALLEY NP,36.4625,-116.867,-59.1
USC00265890,PAHRUMP 4 NW,36.2614,-116.056,784.3
USC00267463,SILVERPEAK,37.7617,-117.566,1302.7
USR0000CHNM,HUNTER MOUNTAIN CALIFORNIA,36.5625,-117.474,2097.0
USW00003160,DESERT ROCK AP,36.6206,-116.028,984.5
USW00053136,MERCURY 3 SSW,36.6239,-116.022,1001.0
USW00053139,STOVEPIPE WELLS 1 SW,36.6019,-117.145,25.6
USC00260125,ALAN BIBLE VISITOR CTR,36.01,-114.796,500.2
USC00261327,BUNKERVILLE,36.7692,-114.127,467.0
USC00261590,CATHEDRAL GORGE SP,37.8044,-114.407,1472.2
USC00262243,DESERT NWR,36.4381,-115.36,888.2
USC00263671,HIKO,37.5581,-115.224,1188.7
USC00264439,LAS VEGAS WFO,36.0469,-115.185,693.4
USC00265400,MT CHARLESTON FIRE STN,36.26,-115.645,2273.8
USC00265846,OVERTON,36.5508,-114.458,381.0
USC00266514,RACHEL,37.6467,-115.746,1469.1
USC00268588,VALLEY OF FIRE SP,36.4303,-114.514,609.6
USR0000NIMM,IMMIGRATION WASH NEVADA,37.9214,-114.16,1898.9
USR0000NKAN,KANE SPRINGS NEVADA,37.2506,-114.707,1399.0
USR0000NKYL,KYLE CANYON NEVADA,36.2667,-115.6,2194.6
USR0000NMOU,MOUNTAIN SPRINGS NEVADA,36.0306,-115.517,1706.9
USR0000NRER,RED ROCK NEVADA,36.1353,-115.427,1146.0
USS0015N09S,Bristlecone Trail,36.32,-115.7,2736.8
USS0015N10S,Lee Canyon,36.31,-115.68,2629.2
USS0015N11S,Rainbow Canyon,36.25,-115.63,2414.0
USW00023169,MCCARRAN INTL AP,36.0719,-115.163,662.9
USW00053123,LAS VEGAS AIR TERMINAL,36.2119,-115.194,667.2
USC00021001,BRIGHT ANGEL RS,36.2147,-112.062,2438.4
USC00023582,GRAND CANYON VISITOR CTR,36.0594,-112.109,2158.9
USC00026471,PHANTOM RCH,36.1067,-112.095,771.1
USC00026616,PIPE SPRING NM,36.8625,-112.737,1499.6
USC00420086,ALTON,37.4403,-112.482,2163.5
USC00421008,BRYCE CANYON NP HQRS,37.6411,-112.17,2404.9
USC00421258,CEDAR BREAKS NM,37.6094,-112.838,3161.4
USC00421259,CEDAR CITY,37.6658,-113.084,1856.2
USC00421260,CEDAR CITY 5E,37.6564,-112.992,1970.5
USC00422558,ENTERPRISE,37.5725,-113.709,1621.5
USC00423776,HATCH,37.6522,-112.436,2101.0
USC00424508,KANAB,37.0286,-112.536,1493.5
USC00424968,LA VERKIN,37.2008,-113.269,973.5
USC00426181,NEW HARMONY,37.4636,-113.29,1574.9
USC00426601,PANGUITCH,37.8247,-112.431,2016.3
USC00426686,PARAGONAH,37.8831,-112.771,1801.4
USC00427516,ST GEORGE,37.1189,-113.607,870.8
USC00429717,ZION NP,37.2092,-112.981,1230.8
USR0000ABRK,BLACK ROCK ARIZONA,36.7944,-113.757,2158.0
USR0000ABUC,BUCKSKIN MOUNTAIN ARIZONA,36.9306,-112.2,1950.7
USR0000ACAN,BRIGHT ANGEL ARIZONA,36.2047,-112.062,2479.2
USR0000ADRY,DRY PARK ARIZONA,36.45,-112.24,2653.6
USR0000AFOU,FOUR SPRINGS ARIZONA,36.7939,-112.042,1999.5
USR0000AGUN,GUNSIGHT ARIZONA,36.7044,-112.583,1609.3
USR0000AHUR,HURRICANE ARIZONA,36.6992,-113.207,1659.6
USR0000ALBE,LINDBERGH HILL ARIZONA,36.2858,-112.079,2682.2
USR0000AMTL,MOUNT LOGAN ARIZONA,36.3472,-113.199,2194.6
USR0000ANIX,NIXON FLATS ARIZONA,36.39,-113.152,1981.2
USR0000AOLA,OLAF KNOLLS ARIZONA,36.5072,-113.816,883.9
USR0000AQUA,AQUA CANYON - BRYCE CANYON NP.,37.5222,-112.271,2438.4
USR0000ASSA,ASSAY - HATCH 10SW,37.5167,-112.556,2468.9
USR0000ATWE,TWEEDS POINT ARIZONA,36.5819,-113.732,1585.0
USR0000AWAR,WARM SPRINGS CANYON ARIZONA,36.7,-112.23,2441.4
USR0000AYEL,YELLOW JOHN MTN ARIZONA,36.1542,-113.542,1877.6
USR0000BADG,BADGER SPRING - IVINS 14W UTAH,37.1697,-113.95,1216.2
USR0000BRYC,BRYCE CANYON UTAH,37.6417,-112.172,2394.2
USR0000ENTR,ENTERPRISE UTAH,37.5586,-113.717,1627.6
USR0000LAVA,LAVA POINT UTAH,37.3917,-113.039,2347.0
USR0000TELE,TELEGRAPH FLAT - KANAB 17E UTA,37.2,-112.025,1664.2
USR0000TOMB,TOM BEST SPRING UTAH,37.8167,-112.117,2286.0
USS0012M03S,Webster Flat,37.58,-112.9,2805.1
USS0012M05S,Harris Flat,37.49,-112.58,2377.4
USS0012M06S,Long Valley Jct,37.49,-112.51,2275.0
USS0012M07S,Panguitch Lake RS,37.7,-112.65,2545.1
USS0012M11S,Yankee Reservoir,37.75,-112.78,2654.2
USS0012M13S,Castle Valley,37.66,-112.74,2920.0
USS0012M14S,Brian Head,37.68,-112.86,3039.5
USS0012M17S,Suu Ranch,37.6,-112.92,2493.0
USS0012M23S,Midway Valley,37.57,-112.84,2987.0
USS0012M26S,Agua Canyon,37.52,-112.27,2712.7
USS0013M02S,Long Flat,37.51,-113.4,2438.4
USS0013M04S,Little Grassy,37.49,-113.85,1859.3
USS0013M05S,Kolob,37.53,-113.05,2806.0
USS0013M06S,Gutz Peak,37.5,-113.94,2061.4
USS0013M07S,Gardner Peak,37.4,-113.46,2536.5
USW00023159,BRYCE CANYON AP,37.7014,-112.149,2309.8
USW00023186,ST GEORGE MUNI AP,37.1,-113.6,894.9
USW00093129,CEDAR CITY AP,37.7067,-113.097,1703.8
USC00020750,BETATAKIN,36.6778,-110.541,2220.8
USC00023584,GRAND CANYON E ENTRANCE,36.0353,-111.83,2279.9
USC00420688,BIG WATER,37.0769,-111.664,1249.7
USC00420849,BOULDER,37.905,-111.42,2026.9
USC00421020,BULLFROG BASIN,37.5269,-110.717,1164.9
USC00422592,ESCALANTE,37.7686,-111.598,1770.9
USC00423980,HITE RS,37.8747,-110.388,1173.5
USC00424755,KODACHROME BASIN PARK,37.5142,-111.988,1769.4
USC00426640,PARIA RS,37.1044,-111.9,1349.0
USR0000APAR,PARIA POINT ARIZONA,36.7278,-111.822,2205.2
USR0000BUCF,BUCK FLAT - ESCALANTE 10NW UTA,37.9033,-111.691,2438.4
USS0011M03S,Widtsoe #3,37.84,-111.88,2938.3
USS0011M06S,Clayton Springs,37.97,-111.83,3062.9
USW00003162,PAGE MUNI AP,36.9211,-111.449,1307.0
USC00021248,CANYON DE CHELLY,36.1533,-109.539,1709.9
USC00028468,TEEC NOS POS,36.9233,-109.09,1612.4
USC00051886,CORTEZ,37.3444,-108.595,1879.7
USC00053016,FT LEWIS,37.2308,-108.051,2320.7
USC00055327,MANCOS 1SW,37.335,-108.316,2102.2
USC00055531,MESA VERDE NP,37.1997,-108.489,2176.9
USC00055970,NORTHDALE,37.8122,-109.013,2036.4
USC00059275,YELLOW JACKET 2W,37.5217,-108.755,2113.2
USC00290692,AZTEC RUINS NM,36.835,-108.001,1720.3
USC00293142,FARMINGTON AG SCI CNT,36.6897,-108.309,1714.5
USC00420738,BLANDING,37.6133,-109.485,1839.5
USC00420788,BLUFF,37.2825,-109.558,1316.4
USC00424100,HOVENWEEP NM,37.3858,-109.075,1597.2
USC00425807,MONTICELLO #2,37.8675,-109.351,2159.8
USC00426053,NATURAL BRIDGES NM,37.6094,-109.977,1983.6
USC00429045,VALLEY OF THE GODS,37.2681,-109.927,1611.5
USR0000CCHN,CHAPIN COLORADO,37.1994,-108.489,1885.8
USR0000CMRF,MOREFIELD COLORADO,37.3006,-108.413,2383.5
USR0000CSAL,SALTER COLORADO,37.6511,-108.536,2484.1
USR0000KANE,KANE GULCH - BLANDING 23WSW,37.5264,-109.894,2011.7
USR0000NLPT,NORTH LONG POINT UTAH,37.8547,-109.839,2645.7
USS0008M02S,Mancos,37.43,-108.17,3048.0
USS0008M04S,Sharkstooth,37.5,-108.11,3267.5
USS0008M06S,El Diente Peak,37.79,-108.02,3048.0
USS0008M07S,Lone Cone,37.89,-108.2,2926.1
USS0008M08S,Scotch Creek,37.65,-108.01,2773.7
USS0008M10S,Columbus Basin,37.44,-108.02,3287.3
USS0008M12S,Black Mesa,37.79,-108.18,3529.6
USS0008N03S,Navajo Whiskey Ck,36.18,-108.95,2758.4
USS0009M01S,Buckboard Flat,37.87,-109.45,2742.6
USS0009M02S,Camp Jackson,37.81,-109.49,2733.4
USS0009N05S,Beaver Spring,36.33,-109.06,2804.2
USW00003061,CORTEZ 8 SE,37.2553,-108.504,2448.8
USW00023090,FARMINGTON FOUR CORNERS RGNL A,36.7436,-108.229,1676.1
USW00093069,CORTEZ MONTEZUMA CO AP,37.3069,-108.626,1799.2
USC00051948,CREEDE WTP,37.8256,-106.932,2628.6
USC00052184,DEL NORTE 3ENE,37.6911,-106.308,2391.2
USC00052435,DURANGO 8S,37.1569,-107.856,1996.7
USC00053951,HERMIT 8 SE,37.7494,-107.095,2727.7
USC00054254,IGNACIO 6ESE,37.0856,-107.533,1995.8
USC00054934,LEMON DAM,37.3789,-107.659,2471.9
USC00055706,MONTE VISTA 2W,37.5811,-106.187,2345.4
USC00057050,RIO GRANDE RSVR,37.7219,-107.267,2893.2
USC00057450,SANTA MARIA RSVR,37.8228,-107.11,2958.1
USC00058204,TELLURIDE 4WNW,37.9492,-107.874,2635.3
USC00058582,VALLECITO DAM,37.3806,-107.581,2329.9
USC00058590,VALLECITO RESERVOIR,37.3833,-107.583,2338.7
USC00058860,WAVERLY 1W,37.4292,-106.031,2317.1
USC00290041,ABIQUIU DAM,36.2403,-106.428,1944.6
USC00290245,ALCALDE,36.0908,-106.057,1731.3
USC00291664,CHAMA,36.9178,-106.578,2392.7
USC00292837,EL VADO DAM,36.5928,-106.73,2054.4
USC00296061,NAVAJO DAM,36.8047,-107.621,1758.7
USR0000CBIG,BIG HORN COLORADO,37.0203,-106.201,2540.2
USR0000CBLU,BLUE PARK COLORADO,37.7978,-106.779,3139.4
USR0000CDEV,DEVIL MTN COLORADO,37.2269,-107.305,2243.3
USR0000CLOG,LOGCHUTE COLORADO,37.3517,-107.915,2514.6
USR0000CMES,MESA MOUNTAIN COLORADO,37.055,-107.707,2249.4
USS0006M03S,Upper San Juan,37.49,-106.84,3109.0
USS0006M17S,Wolf Creek Summit,37.48,-106.8,3352.8
USS0006M21S,Grayback,37.47,-106.54,3541.8
USS0006M22S,Cumbres Trestle,37.02,-106.45,3060.2
USS0006M23S,Lily Pond,37.38,-106.55,3352.8
USS0006M26S,Moon Pass,37.97,-106.56,3395.5
USS0006N03S,Chamita,36.96,-106.66,2560.3
USS0006N04S,Bateman,36.51,-106.32,2834.6
USS0006N14S,Hopewell,36.72,-106.26,3048.0
USS0006N15S,San Antonio Sink,36.86,-106.23,2773.7
USS0006N16S,Vacas Locas,36.03,-106.81,2836.5
USS0006P10S,Senorita Divide #2,36.0,-106.83,2621.3
USS0007M11S,Spud Mountain,37.7,-107.78,3249.2
USS0007M12S,Molas Lake,37.75,-107.69,3200.4
USS0007M14S,Mineral Creek,37.85,-107.73,3060.2
USS0007M16S,Upper Rio Grande,37.72,-107.26,2865.1
USS0007M21S,Middle Creek,37.62,-107.03,3429.0
USS0007M27S,Idarado,37.93,-107.68,2987.0
USS0007M29S,Lizard Head Pass,37.8,-107.92,3109.0
USS0007M30S,Slumgullion,37.99,-107.2,3486.9
USS0007M31S,Vallecito,37.49,-107.51,3316.2
USS0007M32S,Beartown,37.71,-107.51,3535.7
USS0007M33S,Red Mountain Pass,37.89,-107.71,3413.8
USS0007M34S,Stump Lakes,37.48,-107.63,3413.8
USS0007M35S,Cascade #2,37.66,-107.8,2718.8
USS0007M36S,Weminuche Creek,37.52,-107.32,3273.6
USS0007M37S,Wager Gulch,37.88,-107.36,3383.3
USW00093005,DURANGO LA PLATA CO AP,37.1431,-107.76,2020.5
USC00050128,ALAMOSA 1E,37.4703,-105.857,2298.2
USC00051964,CRESTONE 2 SE,37.9806,-105.69,2439.3
USC00053541,GREAT SAND DUNES NP & PRESERVE,37.7333,-105.512,2494.2
USC00057317,RYE 1SW,37.9136,-104.948,2176.6
USC00058429,TRINIDAD,37.1786,-104.487,1837.9
USC00058436,TRINIDAD LAKE,37.1503,-104.557,1923.3
USC00058781,WALSENBURG 1 NW,37.63,-104.796,1917.5
USC00290407,ANGEL FIRE 1S,36.395,-105.285,2590.8
USC00291813,CIMARRON 4 SW,36.4661,-104.946,1993.4
USC00292700,EAGLE NEST,36.5575,-105.263,2523.7
USC00294742,LAKE MALOYA,36.9825,-104.375,2255.5
USC00296275,OCATE 2 NW,36.1839,-105.061,2333.2
USC00297279,RATON FLTR PLT,36.9194,-104.433,2112.9
USC00297280,RATON KRTN RADIO,36.8864,-104.443,2023.9
USR0000CBLK,BLACK MOUNTAIN COLORADO,37.8617,-105.284,2737.7
USR0000CCCI,COLORADO CITY COLORADO,37.9478,-104.869,1886.7
USR0000CCUC,CUCHARA COLORADO,37.0969,-104.921,2533.8
USR0000CPCY,PINION CANYON COLORADO,37.9056,-104.056,1633.7
USS0005M03S,Culebra #2,37.21,-105.2,3200.4
USS0005M07S,Apishapa,37.33,-105.07,3048.0
USS0005M08S,Trinchera,37.35,-105.23,3310.1
USS0005M13S,South Colony,37.97,-105.54,3291.8
USS0005M14S,Whiskey Ck,37.21,-105.12,3115.1
USS0005M16S,Medano Pass,37.85,-105.44,2941.0
USS0005M17S,Ute Creek,37.61,-105.37,3246.1
USS0005N04S,Tres Ritos,36.13,-105.53,2621.3
USS0005N11S,Red River Pass #2,36.7,-105.34,3002.3
USS0005N13S,Palo,36.41,-105.33,2849.9
USS0005N14S,Taos Powderhorn,36.58,-105.46,3370.2
USS0005N16S,North Costilla,36.99,-105.26,3230.9
USS0005N18S,Gallegos Peak,36.19,-105.56,2987.0
USS0005N19S,Tolby,36.47,-105.19,3102.9
USS0005N23S,Shuree,36.79,-105.24,3078.5
USS0005N24S,Rio Santa Barbara,36.07,-105.63,3250.4
USW00003012,TAOS MUNI AP,36.45,-105.667,2161.3
USW00023052,RATON MUNI CREWS FLD AP,36.7417,-104.508,1936.4
USW00023061,ALAMOSA-BERGMAN FLD,37.4394,-105.862,2297.3
USW00023070,TRINIDAD AP,37.2622,-104.332,1749.2
USC00051268,CAMPO 7 S,37.0103,-102.554,1251.2
USC00054538,KIM 15 NNE,37.4536,-103.322,1581.9
USC00054546,KIM 10SSE,37.115,-103.299,1602.3
USC00054724,LA JUNTA,37.9822,-103.544,1246.3
USC00054726,LA JUNTA 20 S,37.7514,-103.477,1283.2
USC00058793,WALSH 1 W,37.3822,-102.299,1212.5
USC00291450,CAPULIN,36.7386,-103.994,2084.8
USC00296619,PASAMONTE,36.2994,-103.741,1722.1
USC00410011,DALHART 2SE,36.0542,-102.503,1211.9
USW00003028,SPRINGFIELD COMANCHE NATL GRAS,37.2833,-102.614,1337.2
USW00003063,LA JUNTA 17 WSW,37.8639,-103.823,1336.9
USW00023051,CLAYTON MUNI AIR PK,36.4483,-103.154,1514.6
USW00093042,DALHART FAA AP,36.0253,-102.549,1215.5
USC00141522,CIMARRON,37.8133,-100.346,823.9
USC00142432,ELKHART,37.0058,-101.887,1097.0
USC00142980,GARDEN CITY EXP STN,37.9931,-100.812,880.9
USC00143855,HUGOTON,37.1639,-101.34,947.9
USC00144114,JOHNSON,37.5669,-101.751,1015.0
USC00144464,LAKIN,37.9411,-101.249,913.8
USC00144695,LIBERAL,37.0308,-100.907,863.8
USC00145421,MONTEZUMA,37.5922,-100.439,844.3
USC00146808,RICHFIELD,37.2644,-101.788,1037.5
USC00148038,SYRACUSE 1NE,37.9928,-101.742,1008.3
USC00148287,ULYSSES 3NE,37.5983,-101.291,943.1
USC00343489,GATE,36.85,-100.057,685.8
USC00343628,GOODWELL RSCH STN,36.5914,-101.618,999.1
USC00344298,HOOKER,36.8594,-101.221,914.7
USC00413225,FOLLETT,36.4328,-100.137,844.3
USC00413787,GRUVER,36.2631,-101.405,966.2
USR0000KCIM,CIMARRON KANSAS,37.1408,-101.9,1078.4
USW00003030,GUYMON MUNI AP,36.6819,-101.505,948.8
USW00003055,GOODWELL 2 E,36.5992,-101.595,995.5
USW00023020,LIBERAL MUNI AP,37.05,-100.967,875.7
USW00023064,GARDEN CITY RGNL AP,37.9219,-100.724,877.2
USW00053182,GOODWELL 2 SE,36.5683,-101.61,1000.4
USC00140365,ASHLAND,37.1942,-99.7633,600.5
USC00141704,COLDWATER,37.2733,-99.3289,644.7
USC00143239,GREENSBURG,37.6025,-99.3022,683.7
USC00143930,HUTCHINSON 10 SW,37.9311,-98.0297,472.1
USC00144313,KINGMAN,37.6453,-98.125,471.5
USC00144341,KIOWA,37.0175,-98.49,403.9
USC00146549,PRATT 3NW,37.6731,-98.7761,591.9
USC00340198,ALVA 7SSW MESONET,36.7083,-98.7097,438.9
USC00340338,ARNETT 8WSW MESONET,36.0719,-99.9031,719.0
USC00341240,BUFFALO 1SW MESONET,36.8314,-99.6411,559.0
USC00341404,CAMARGO 4WNW MESONET,36.0286,-99.3464,588.9
USC00341726,CHEROKEE 1SSW MESONET,36.7481,-98.3628,361.8
USC00343048,FAIRVIEW 1W MESONET,36.2633,-98.4975,404.8
USC00343363,FREEDOM 3SSW MESONET,36.7256,-99.1422,529.7
USC00343660,FREEDOM 16NNE MESONET,36.9869,-99.0108,554.7
USC00344019,HELENA 1 SSE,36.5381,-98.2661,411.5
USC00344951,LAHOMA 1WSW MESONET,36.3842,-98.1114,395.9
USC00348027,SEILING 7WNW MESONET,36.1903,-99.0403,545.0
USC00349404,WAYNOKA,36.5758,-98.8797,459.6
USC00349768,WOODWARD 2WSW MESONET,36.4231,-99.4167,624.8
USW00003957,MEDICINE LODGE 1E,37.2839,-98.5528,467.9
USW00013975,GAGE AP,36.2967,-99.7686,666.0
USW00013980,ANTHONY,37.155,-98.0283,408.4
USW00013985,DODGE CITY,37.7608,-99.9689,814.1
USC00140637,BEAUMONT,37.6558,-96.5353,484.6
USC00142401,EL DORADO,37.8183,-96.8444,393.2
USC00142622,EUREKA 1E,37.8253,-96.2644,335.3
USC00143545,HAYSVILLE 3SE,37.5194,-97.3142,378.0
USC00143822,HOWARD,37.4664,-96.2714,307.8
USC00147305,SEDAN,37.1322,-96.18,274.9
USC00147534,SMILEYBERG 4SW,37.4828,-96.9375,372.5
USC00148670,WELLINGTON,37.2678,-97.4194,373.1
USC00148847,WICHITA WX,37.6553,-97.4431,406.6
USC00148964,WINFIELD 3NE,37.2886,-96.9408,375.8
USC00340546,BARTLESVILLE 3,36.7619,-96.0117,217.9
USC00340755,BILLINGS,36.5297,-97.4472,304.8
USC00340810,BLACKWELL 4SSE MESONET,36.7542,-97.2544,303.9
USC00341083,BRECKINRIDGE 3SE MESNT,36.4119,-97.6939,351.7
USC00342207,COYLE 7N MESONET,36.0642,-97.2128,326.7
USC00342912,ENID,36.4194,-97.8747,379.5
USC00345590,MARSHALL 3SSE MESONET,36.1167,-97.6067,310.9
USC00345769,MEDFORD 1SW MESONET,36.7925,-97.7458,331.9
USC00346282,NEWKIRK 8E MESONET,36.8981,-96.9103,365.8
USC00346756,ORLANDO 5E MESONET,36.1472,-97.2858,292.9
USC00347390,RALSTON,36.5044,-96.7439,251.5
USC00347507,RED ROCK 7SSE MESONET,36.3558,-97.1531,292.9
USC00348499,STILLWATER MESONET,36.1208,-97.0953,271.9
USW00003928,WICHITA,37.6544,-97.4431,426.7
USW00003959,BARTLESVILLE MUNI AP,36.7664,-96.0131,210.3
USW00003965,STILLWATER RGNL AP,36.1625,-97.0894,292.9
USW00003974,WICHITA COLONEL JAMES JABARA A,37.7497,-97.2192,427.9
USW00013932,WINFIELD STROTHER FLD AP,37.165,-97.035,351.1
USW00013969,PONCA CITY MUNI AP,36.7369,-97.1022,304.2
USW00053926,STILLWATER 2 W,36.1181,-97.0914,271.3
USW00053927,STILLWATER 5 WNW,36.1347,-97.1083,270.7
USC00032444,FAYETTEVILLE EXP STN,36.1011,-94.1736,387.1
USC00032930,GRAVETTE,36.4261,-94.4481,384.0
USC00141428,CHANUTE 4E,37.6728,-95.3783,302.4
USC00141673,COFFEYVILLE WTR WKS,37.0614,-95.6356,224.6
USC00142835,FT SCOTT,37.8172,-94.6986,269.4
